sample_id,timestep,temperature_mk,emission_measure,dF_dt,target_class
0,0,0.20353668646602785,2.54212739112617e+43,-0.012786770010299073,0
0,1,0.5815802408250983,4.261383983349416e+43,-0.007811036247251264,0
0,2,1.0099096495949098,4.961949275571788e+43,0.003917170443562983,0
0,3,0.4216453284710714,4.945533211065308e+43,0.001028910541052339,0
0,4,1.2427509642990122,4.2748831178104087e+43,-0.021087378306171113,0
0,5,0.21664406888706877,5.728374968503244e+43,-0.00882805656233856,0
0,6,0.3963771454315228,5.793373821358931e+43,-0.013792954841999548,0
0,7,0.423891083882048,6.021608538799895e+43,-0.005777880367350534,0
0,8,1.2559368834696625,8.669109771709124e+43,-0.0005652652292304418,0
0,9,0.5307752495616654,5.859123416866162e+43,-0.00044540027432695155,0
0,10,0.7973220231777748,7.415514904074225e+43,-0.010439768285724649,0
0,11,1.1809307692689597,7.799275617534714e+43,-0.005542816594142567,0
0,12,0.6370486803566588,9.197600251514771e+43,0.0015339074283853892,0
0,13,1.1936247291715674,1.0560901145523304e+44,-0.0031426518318566072,0
0,14,0.6943843478167651,9.777886967063051e+43,-0.017830903988427068,0
0,15,0.3741462760861851,8.876149106550351e+43,0.005094151240924152,0
0,16,1.0405541821824635,1.184448814850129e+44,-0.01789017155104272,0
0,17,1.5789115612219111,1.0057361168930303e+44,0.0023496382806140583,0
0,18,1.7923813646583875,1.1038146004649634e+44,0.003596131203965677,0
0,19,0.5618353273276001,1.1102580424449644e+44,-0.009701520299778096,0
0,20,1.3600926880777835,1.0695846964777413e+44,-0.022733567397102573,0
0,21,1.0472289240463335,1.1747823562541812e+44,-0.0010678800014081707,0
0,22,1.8038152816610404,1.1147763881400694e+44,0.007694399981302396,0
0,23,0.6073876622433209,1.192116116404348e+44,0.014612472538177598,0
0,24,0.900498042621737,1.2409894745673387e+44,0.007855858905982014,0
0,25,1.4260571838889153,1.3068133809440033e+44,-0.01180078304172622,0
0,26,0.450890256930642,1.3320301022811622e+44,0.007853951492532093,0
0,27,1.3956476452118638,1.4518789955835649e+44,0.006474948308854358,0
0,28,0.9049191360202753,1.3738972901062363e+44,0.010116744131280416,0
0,29,0.9127823070859659,1.4523737955948162e+44,0.008925013153387309,0
1,0,2.4170995589683404,4.832528577611114e+42,-0.012649532581127726,0
1,1,2.109916572938334,5.859734146867201e+42,-0.005849097229408888,0
1,2,1.9422833046391177,9.468021181536741e+42,-0.0010708263849958668,0
1,3,2.9024233039527116,7.24562418244472e+42,0.007631591376860667,0
1,4,3.0974953709490434,1.0771363900500405e+43,-0.007580150570402827,0
1,5,2.5405666115552137,8.22332261364077e+42,-0.010983573754408497,0
1,6,2.9636844820289125,1.137653288278223e+43,-0.011530096138898082,0
1,7,1.694969837727235,9.052023980244442e+42,-0.0014377084426002067,0
1,8,2.755859034423345,1.121761045233739e+43,0.010810318415279244,0
1,9,1.8717070961979794,1.2614879844776464e+43,-0.011237939121728555,0
1,10,1.9039649693866978,1.4176692099531704e+43,0.009791594461138652,0
1,11,2.870088725704932,1.1544769842666291e+43,0.007777253044862903,0
1,12,3.670586997000151,1.1447007060028145e+43,0.0013554310067629349,0
1,13,3.0031847062872594,1.1191101670533123e+43,0.00034836202110748426,0
1,14,3.009794646016295,1.279548222238897e+43,0.00039598654328174546,0
1,15,2.3026356954695135,1.429198681991968e+43,0.005743867766189894,0
1,16,2.3775632598264034,1.3372374998046742e+43,0.00020867646489786156,0
1,17,3.395691926115826,1.648929108948318e+43,0.0018293461268250706,0
1,18,3.7464941668388936,1.6531957748024334e+43,-0.0034723750208662603,0
1,19,2.137164369307165,1.9381527889343432e+43,0.009440149453864137,0
1,20,3.3048625248265457,1.725963467575729e+43,-0.00782827428875559,0
1,21,2.4801362038926924,1.903182075787253e+43,-0.0024938224022071475,0
1,22,3.2876487795950347,1.9923285920399978e+43,-0.013656310769158814,0
1,23,3.890426098697616,2.161474702095484e+43,0.01092601142252246,0
1,24,3.499922982834364,2.2159900863303917e+43,0.0011279157350191735,0
1,25,3.332843943613822,2.1837257435263232e+43,0.0020449057324453414,0
1,26,2.935496254373933,2.234165008321437e+43,-0.022911909807816808,0
1,27,3.9821188259827824,2.147651346640307e+43,7.487059630755294e-05,0
